Module	Feature	Action	Passing criteria	Failing criteria	Priority	In scope	Status	Defect / notes
SOX	Sample - Sizing	Verify that asking for fewer items than the band is allowed but recorded	The ask is honoured and written on the paper	The ask is silently replaced by the band size	P1	Yes		
SOX	Sample - Sizing	Verify that asking for fewer items than the band is flagged to the reviewer	A flag or note is raised	An under sized sample passes unnoticed	P1	Yes		
SOX	Sample - Ask	Verify that the ask can be written in the tester's own words	A free text ask is accepted	Only a number can be entered	P1	Yes		
SOX	Sample - Ask	Verify that an example ask is offered to show the shape expected	An example is shown	The box is blank with no guidance	P2	Yes		
SOX	Sample - Ask	Verify that reading the ask returns a plain English restatement of what will be drawn	A restatement is shown	Nothing is returned	P0	Yes		
SOX	Sample - Ask	Verify that reading the ask completes without a server error	The restatement returns	The action fails with a server error	P0	Yes		Observed on staging 21 Aug 2026 - "Read the ask" returned "Request failed: 502" on three consecutive attempts and blocked the whole sample step
SOX	Sample - Ask	Verify that a failed read of the ask can be retried without losing the ask	The text is still there and can be retried	The ask is lost	P1	Yes		
SOX	Sample - Ask	Verify that a failed read of the ask does not leave draw sample permanently disabled	Another route or a retry is offered	The step is a dead end	P0	Yes		Observed on staging 21 Aug 2026 - draw sample stayed disabled after every failed read
SOX	Sample - Ask	Verify that an ask that would widen the set beyond the population is refused	The ask is refused with a clear reason	The draw reaches outside the locked population	P0	Yes		
SOX	Sample - Ask	Verify that a targeted rather than random ask is labelled as targeted on the paper	The paper says it was targeted	A targeted draw is recorded as random	P1	Yes		
SOX	Sample - Ask	Verify that the ask is stored word for word on the working paper	The ask is stored as written	The ask is paraphrased or lost	P0	Yes		
SOX	Sample - Draw	Verify that drawing the sample returns the number of items asked for	The count matches the ask	A different number is returned	P0	Yes		
SOX	Sample - Draw	Verify that the drawn items are shown in a table with the columns from the source file	The table is shown	Only a count is shown	P0	Yes		
SOX	Sample - Draw	Verify that the drawn items all come from the locked population	Every item is in the population	An item from outside the set appears	P0	Yes		
SOX	Sample - Draw	Verify that the seed used for the draw is shown and stored	The seed is shown	No seed is recorded	P0	Yes		
SOX	Sample - Draw	Verify that the screen explains that the seed lets anyone reperform the draw	The explanation is shown	The seed is shown with no meaning	P1	Yes		
SOX	Sample - Draw	Verify that the drawn items honour the spread that was asked for	The spread matches the ask	The ask says one per period and two land in the same period	P1	Yes		Observed on staging 21 Aug 2026 - an ask for one per period returned two items dated in September
SOX	Sample - Draw	Verify that the drawn items can be paged through when the sample is large	Paging works	Only the first page can be seen	P1	Yes		
SOX	Sample - Draw	Verify that a redraw uses the same locked population and stores a new seed alongside the first	Both seeds are kept	The first seed is overwritten	P0	Yes		
SOX	Sample - Draw	Verify that a redraw never edits the population	The population is untouched	The population changes	P0	Yes		
SOX	Sample - Draw	Verify that drawing the sample is recorded with the count and the seed	Both are recorded in history	Nothing is recorded	P1	Yes		
SOX	Sample - Approve	Verify that the drawn sample must be approved before the operating test opens	Approval is required	The operating test opens on an unapproved sample	P0	Yes		
SOX	Sample - Approve	Verify that rejecting the sample offers a redraw rather than ending the step	A redraw is offered	Rejecting is a dead end	P1	Yes		
SOX	Sample - Approve	Verify that the approval records who approved the items	The person is recorded	No name is kept	P0	Yes		
SOX	Sample - Approve	Verify that the approved count is shown at the top of the step	A count such as one sample approved is shown	No summary is shown	P2	Yes		
SOX	Sample - Approve	Verify that an approved sample cannot be redrawn without a warning	A warning names what will be lost	The sample is redrawn silently	P0	Yes		
SOX	Sample - Approve	Verify that withdrawing the population after the sample was drawn warns about the results that go with it	A warning names what will be lost	The sample disappears silently	P0	Yes		
SOX	Sample - Approve	Verify that a control with several paths flags a draw that touched only one path	A flag is raised	The gap is not mentioned	P1	Yes		
SOX	Sample - Approve	Verify that approving the sample unlocks the operating test	The operating test opens	The step stays locked	P0	Yes		
SOX	TOE - Start	Verify that the operating test names the approved sample it is testing against	The sample and its size are named	No sample is named	P0	Yes		
SOX	TOE - Start	Verify that every attribute on the control is listed for testing	All attributes are listed	An attribute is missing	P0	Yes		
SOX	TOE - Start	Verify that a running total of passed, failed and untested attributes is shown	All three counts are shown	A count is missing	P1	Yes		
SOX	TOE - Start	Verify that each attribute shows the workflow mapped to it	The workflow is named	Only a raw identifier is shown	P1	Yes		Observed on staging 21 Aug 2026 - the mapped workflow shows as ac9c0a4e-c527-4129-99d3-a6f30e63d218 after a run
SOX	TOE - Start	Verify that an attribute with no mapped workflow explains what is missing	A clear message is shown	The row is simply blank	P1	Yes		
SOX	TOE - Start	Verify that the step explains that any exception fails the attribute and one failed attribute fails the control	The rule is written on screen	The rule is not stated	P1	Yes		
SOX	TOE - Run	Verify that running the mapped workflow shows progress while it runs	Progress is shown	The screen looks frozen	P0	Yes		
SOX	TOE - Run	Verify that a completed run returns a pass or fail result against the attribute	A result is returned	The run never returns anything	P0	Yes		Observed on staging 21 Aug 2026 - a run left the attribute at untested with no result after several minutes
SOX	TOE - Run	Verify that a failed or timed out run is reported rather than left silent	An error is shown with a way to retry	The run disappears with no message	P0	Yes		
SOX	TOE - Run	Verify that the run can be repeated after a failure	A retry is offered	The attribute is stuck for good	P0	Yes		Observed on staging 21 Aug 2026 - the run button disappeared after one run and never came back
SOX	TOE - Run	Verify that a run in progress does not block the tester from recording a manual result	Manual pass and fail still work	Both buttons stop responding	P0	Yes		Observed on staging 21 Aug 2026 - Pass and Fail did nothing at all after a run was started, before and after a page reload
SOX	TOE - Run	Verify that the run result names the sampled items that failed	The failing items are listed	Only a count is given	P0	Yes		
SOX	TOE - Run	Verify that the run is recorded in history with the person and the time	Both are recorded	The record has no name or time	P1	Yes		
SOX	TOE - Run	Verify that validation by workflow and validation by AI cannot both be used on one attribute	Only one is active	Both run and give different answers	P1	Yes		
SOX	TOE - Run	Verify that AI validation requires a file before it can run	The run is blocked until a file is supplied	The run starts with nothing to check	P1	Yes		
SOX	TOE - Manual	Verify that an attribute can be passed by hand	The attribute moves to passed and the counter moves	Nothing happens	P0	Yes		Observed on staging 21 Aug 2026 - the Pass button had no effect
SOX	TOE - Manual	Verify that an attribute can be failed by hand	The attribute moves to failed and the counter moves	Nothing happens	P0	Yes		Observed on staging 21 Aug 2026 - the Fail button had no effect
SOX	TOE - Manual	Verify that a manual result asks for a written reason	A reason is required	A result is recorded with no explanation	P0	Yes		
SOX	TOE - Manual	Verify that a manual result recorded over a workflow result is marked as an override	The override is marked	The override is invisible	P0	Yes		
SOX	TOE - Manual	Verify that an override is recorded per attribute and never for the whole control	The record sits on the attribute	One override covers everything	P1	Yes		
SOX	TOE - Manual	Verify that self attestation is off by default and is offered only for physical controls	It is off and limited	It is offered on every control	P1	Yes		
SOX	TOE - Manual	Verify that self attestation requires a written note before a result is recorded	A note is required	A result is recorded with no note	P1	Yes		
SOX	TOE - Manual	Verify that a manual result can be changed before the test concludes	The result can be changed	The first answer is final	P1	Yes		
SOX	TOE - Failure Handling	Verify that a single failed item does not end the test on its own	The tester is asked whether to draw more items	A single failure ends the test with no choice	P0	Yes		Could not verify on staging 21 Aug 2026 - no attribute could be marked failed
SOX	TOE - Failure Handling	Verify that drawing more items uses the same locked population and stores a new seed	Both seeds are kept	The population changes or the seed is lost	P0	Yes		
SOX	TOE - Failure Handling	Verify that the extra items are added to the same sample rather than replacing it	The sample grows	The first items are lost	P0	Yes		
SOX	TOE - Failure Handling	Verify that further failures in the extra items conclude the control ineffective	The control concludes ineffective	The test continues indefinitely	P0	Yes		
SOX	TOE - Failure Handling	Verify that a failure judged a one off is recorded with a written explanation	The explanation is required and stored	A failure is passed over silently	P0	Yes		
SOX	TOE - Failure Handling	Verify that a second round of testing is clearly recorded as a second round	The paper shows both rounds	Only the last round is kept	P0	Yes		
SOX	TOE - Failure Handling	Verify that the sample size for the extra items is proposed rather than left to guesswork	A proposed size is shown	The tester is given no guidance	P1	Yes		
SOX	TOE - Conclude	Verify that conclude effective is blocked while any attribute is untested	The action is blocked with the reason named	The control concludes effective with untested attributes	P0	Yes		
SOX	TOE - Conclude	Verify that conclude effective is blocked while any attribute has failed	The action is blocked	A failing attribute concludes effective	P0	Yes		
SOX	TOE - Conclude	Verify that conclude ineffective is disabled with a visible reason when it cannot be used	The button is disabled with the reason next to it	The button looks enabled and errors only after it is pressed	P0	Yes		Observed on staging 21 Aug 2026 - conclude ineffective returned the error "1 attribute(s) are still untested"
SOX	TOE - Conclude	Verify that a rationale is required before the operating conclusion is recorded	The conclusion is blocked without one	A conclusion is recorded with an empty rationale	P0	Yes		
SOX	TOE - Conclude	Verify that a conclusion drafted from the results is offered before the tester chooses	A draft conclusion and rationale are offered	The tester starts from a blank box	P1	Yes		
SOX	TOE - Conclude	Verify that concluding ineffective raises a deficiency automatically	A deficiency appears on the register	Nothing is raised	P0	Yes		Could not verify on staging 21 Aug 2026 - the operating test could not be concluded
SOX	TOE - Conclude	Verify that concluding effective moves the overall status to effective	The overall status changes	The status is stale	P0	Yes		
SOX	TOE - Conclude	Verify that concluding the operating test unlocks sign off	Sign off opens	The step stays locked	P0	Yes		
SOX	TOE - Conclude	Verify that a concluded operating test becomes read only	The step is read only	Results can still be changed after the conclusion	P0	Yes		
SOX	TOE - Conclude	Verify that concluding is recorded with the person, the time and the outcome	All three are recorded	The record is incomplete	P0	Yes		
SOX	Sign Off	Verify that sign off is locked until both tracks have concluded	The step names the gate	Sign off opens with a track still open	P0	Yes		
SOX	Sign Off	Verify that the step explains that the auditor signs and the reviewer countersigns	The rule is written on screen	No explanation is given	P1	Yes		
SOX	Sign Off	Verify that the preparer signature records the person and the time	Both are recorded	The signature has no name or time	P0	Yes		
SOX	Sign Off	Verify that the countersignature records the person and the time	Both are recorded	The signature has no name or time	P0	Yes		
SOX	Sign Off	Verify that the same person cannot countersign a paper they prepared	The second signature is blocked with a clear reason	One person signs both	P0	Yes		
SOX	Sign Off	Verify that the reviewer can send the paper back instead of countersigning	A send back action with a reason is offered	The reviewer can only sign	P1	Yes		
SOX	Sign Off	Verify that a paper sent back names what has to change	The reason is shown on the paper	The paper returns with no explanation	P1	Yes		
SOX	Sign Off	Verify that a signed paper cannot be edited without being reopened	Edits are blocked	A signed paper can be changed	P0	Yes		
SOX	Sign Off	Verify that reopening a signed paper records who reopened it and why	Both are recorded	No trace is kept	P0	Yes		
SOX	Sign Off	Verify that a signed control counts towards the audit sign off progress	The audit progress moves	The progress is stale	P1	Yes		
SOX	Sign Off	Verify that the court indicator on the control changes as the paper moves between people	The indicator follows the work	The indicator is stale	P1	Yes		
SOX	Sign Off	Verify that signing off is recorded in history	The signature appears in history	No trace is kept	P0	Yes		
SOX	Confidence Scores	Verify that the working paper shows control completeness, design coverage and operating effectiveness scores	All three are shown	A score is missing	P1	Yes		
SOX	Confidence Scores	Verify that each score shows a percentage, the counts behind it and a one line meaning	All three parts are shown	Only the percentage is shown	P1	Yes		
SOX	Confidence Scores	Verify that control completeness counts required elements evidenced or reasoned	The count follows that rule	Optional elements move the score	P1	Yes		
SOX	Confidence Scores	Verify that design coverage counts design checks passed	The count follows that rule	The score does not match the checks	P1	Yes		
SOX	Confidence Scores	Verify that operating effectiveness reflects the checks run across the sample	The score matches the checks	The score is wrong	P1	Yes		
SOX	Confidence Scores	Verify that a score at one hundred is marked complete and a lower score is marked needs attention	The markers follow the score	The markers do not change	P1	Yes		
SOX	Confidence Scores	Verify that the scores move as work is done on the paper	The scores move	The scores are stale	P0	Yes		
SOX	Confidence Scores	Verify that a score that cannot be measured yet says so rather than showing a bare zero	A clear message is shown	Zero percent reads as a failure	P1	Yes		
SOX	Confidence Scores	Verify that the audit level scores on the dashboard agree with the control level scores	The two agree	They disagree	P1	Yes		
SOX	Confidence Scores	Verify that the wording of each score is understandable without audit jargon	An auditor with no product training can read it	The wording assumes product knowledge	P2	Yes		
SOX	History and Discussion	Verify that the history panel lists every conclusion, lock and signature on the paper	Every event is listed	An event is missing	P0	Yes		
SOX	History and Discussion	Verify that each history entry names the person, the action and the time	All three are shown	A value is missing	P0	Yes		
SOX	History and Discussion	Verify that each history entry is tagged with the track it belongs to	The tag is correct	A design event is tagged as operating	P1	Yes		Observed on staging 21 Aug 2026 - supplying a population file is tagged TOE
SOX	History and Discussion	Verify that each history entry names the role the person was acting in	The role is shown	No role is shown	P1	Yes		
SOX	History and Discussion	Verify that the history can be filtered to design or operating only	Both filters work	A filter has no effect	P1	Yes		
SOX	History and Discussion	Verify that the history count in the tab matches the entries listed	The two agree	They disagree	P2	Yes		
SOX	History and Discussion	Verify that attaching evidence is recorded in history	The attachment appears	The attachment is not recorded	P1	Yes		Observed on staging 21 Aug 2026 - the history count did not move when a file was attached
SOX	History and Discussion	Verify that history cannot be edited or deleted by anyone	The history is read only	Entries can be removed	P0	Yes		
SOX	History and Discussion	Verify that the discussion tab allows a comment to be left on the paper	A comment can be posted	The tab does nothing	P1	Yes		
SOX	History and Discussion	Verify that a comment names its author and the time	Both are shown	A value is missing	P1	Yes		
SOX	History and Discussion	Verify that a comment can be replied to and the thread stays together	The thread holds together	Replies are shown loose	P2	Yes		
SOX	History and Discussion	Verify that an empty history says so clearly on a fresh paper	A short message is shown	A blank panel is shown	P2	Yes		
SOX	Exception Raised	Verify that concluding a control ineffective raises a finding without the auditor creating one	The finding appears on its own	The auditor has to create it by hand	P0	Yes		Could not verify on staging 21 Aug 2026 - no control could be concluded ineffective
SOX	Exception Raised	Verify that a raised finding is created against the control that failed	The finding names the control	The finding is not linked to a control	P0	Yes		
SOX	Exception Raised	Verify that a raised finding lists the sampled items that failed	The failing items are listed	No items are listed	P0	Yes		
SOX	Exception Raised	Verify that a raised finding starts with an empty root cause	The root cause is blank	A root cause is invented	P0	Yes		
SOX	Exception Raised	Verify that the finding is announced on the working paper without navigating away	A banner appears on the same page	The user has to find the register	P1	Yes		
SOX	Exception Raised	Verify that a finding cannot be created by hand from the register	There is no manual create	Findings can be created that trace back to nothing	P0	Yes		
SOX	Exception Raised	Verify that a finding raised on the design track is marked as a design gap	The track is recorded	The track is not recorded	P1	Yes		
SOX	Exception Raised	Verify that a finding raised on the operating track is marked as an operating failure	The track is recorded	The track is not recorded	P1	Yes		
SOX	Deficiency Register	Verify that the deficiency tab lists every finding on the audit	All findings are listed	A finding is missing	P0	Yes		
SOX	Deficiency Register	Verify that the empty state message matches the real state of the audit	The message is accurate	It says every tested control is effective when nothing has been concluded	P1	Yes		Observed on staging 21 Aug 2026 - the tab reads "No deficiencies - every tested control is effective" with zero controls concluded on operating
SOX	Deficiency Register	Verify that each row shows the finding reference, the control, the track, the exposure, the grade, the stage and whose court it is in	All seven are shown	A value is missing	P0	Yes		
SOX	Deficiency Register	Verify that each column can be filtered	Every column filters	A filter has no effect	P1	Yes		
SOX	Deficiency Register	Verify that the register can be filtered to open findings only	The filter works	Closed findings stay in the list	P1	Yes		
SOX	Deficiency Register	Verify that a row can be expanded to show the whole finding	The detail opens in place	The row is not expandable	P0	Yes		
SOX	Deficiency Register	Verify that the expanded finding shows the root cause in full	The root cause is shown	Only a count of failures is shown	P0	Yes		
SOX	Deficiency Register	Verify that the expanded finding lists the failed sample references	The references are listed	No references are shown	P0	Yes		
SOX	Deficiency Register	Verify that the six step stepper shows where the finding has reached	The current step is marked	No stepper is shown	P0	Yes		
SOX	Deficiency Register	Verify that the stepper names whose court the finding is in at the current step	The person or role is named	No owner is named	P0	Yes		
SOX	Deficiency Register	Verify that the register agrees with the deficiency counts on the audit dashboard	The two agree	They disagree	P1	Yes		
SOX	Deficiency Register	Verify that a finding below the clearly trivial threshold is logged but not put through evaluation	It is logged and left alone	A trivial finding is pushed through the whole flow	P1	Yes		
SOX	Deficiency Register	Verify that findings carried forward from an earlier round are shown	Carried findings are listed	Open findings are lost between rounds	P0	Yes		
SOX	Deficiency Register	Verify that a closed finding is visibly different from an open one	The state is clear	Both look the same	P1	Yes		
SOX	Severity - Inputs	Verify that the root cause must be written before the finding can be sized	Sizing is blocked until it is written	A finding is graded with no root cause	P0	Yes		
SOX	Severity - Inputs	Verify that the root cause is a written explanation rather than a count	The field asks for the mechanism	The field accepts a bare count as sufficient	P1	Yes		
SOX	Severity - Inputs	Verify that the severity panel is editable while the finding is being sized	The inputs can be changed	The panel is read only too early	P0	Yes		
SOX	Severity - Inputs	Verify that the panel becomes read only once the fix has started	Editing is blocked with a clear reason	The grade can be moved while someone is fixing it	P0	Yes		
SOX	Severity - Inputs	Verify that likelihood is asked for with a clear set of choices	The choices are offered	Likelihood is not asked for	P0	Yes		
SOX	Severity - Inputs	Verify that exposure is asked for in money and compared to materiality on screen	Both are shown	The comparison is missing	P0	Yes		
SOX	Severity - Inputs	Verify that the screen defines exposure as what could have slipped through rather than the error found	The definition is on screen	The definition is not given	P1	Yes		
SOX	Severity - Inputs	Verify that a negative exposure is refused	A clear message is shown	A negative exposure is accepted	P1	Yes		
SOX	Severity - Inputs	Verify that the grade is computed from the inputs rather than typed in	The grade is computed	The grade can be set by hand	P0	Yes		
SOX	Severity - Inputs	Verify that the computed grade changes as the inputs change	The grade moves	The grade is stale	P0	Yes		
SOX	Severity - Inputs	Verify that the working behind the grade can be shown in order	Each rule is listed in order	Only the answer is shown	P0	Yes		
SOX	Severity - Inputs	Verify that the gap nature such as operating failure or design gap is recorded	The gap nature is shown	The gap nature is missing	P1	Yes		
SOX	Severity - Inputs	Verify that a grade of significant or worse parks the finding with the reviewer	The finding waits for the reviewer	The owner can start work on an unconfirmed rating	P0	Yes		
SOX	Severity - Inputs	Verify that the reviewer can send a rating back with a reason instead of confirming it	A send back with a reason is offered	The reviewer can only confirm	P1	Yes		
SOX	Severity - Indicators	Verify that material weakness indicators can be set against a finding	The indicators can be ticked	No indicators are offered	P0	Yes		
SOX	Severity - Indicators	Verify that any indicator in force makes the finding a material weakness whatever the amount	The grade jumps to material weakness	The amount still decides	P0	Yes		
SOX	Severity - Indicators	Verify that indicators that belong to the whole audit are shown read only on the finding	They are read only	They can be ticked per finding	P1	Yes		
SOX	Severity - Indicators	Verify that only the two exception level indicators can be set on a finding	Only auditor found misstatement and senior management fraud can be ticked here	All five can be ticked on any finding	P1	Yes		
SOX	Severity - Indicators	Verify that an audit level indicator turning true raises its own entity level finding	A separate finding is raised	It is attached as a chip to an unrelated exception	P1	Yes		
SOX	Severity - Indicators	Verify that the source of each indicator is shown so house rules are not mistaken for the standard	The source is shown	Every indicator looks equally authoritative	P1	Yes		
SOX	Severity - Indicators	Verify that removing an indicator re grades the finding	The grade drops back	The grade stays raised	P0	Yes		
SOX	Severity - Indicators	Verify that changing an indicator after the reviewer confirmed the rating demands re confirmation	A warning demands re confirmation	The confirmed rating silently no longer matches	P0	Yes		
SOX	Severity - Compensating	Verify that a compensating control can be named against a finding	A control can be chosen	No compensating control can be recorded	P1	Yes		
SOX	Severity - Compensating	Verify that only a control tested effective can be used as a compensating control	Ineffective controls are not offered	Any control can be chosen	P0	Yes		
SOX	Severity - Compensating	Verify that a compensating control caps the grade one step and never clears the finding	The grade drops one step and the finding stays open	The finding is cleared	P0	Yes		
SOX	Severity - Compensating	Verify that the cap is explained on screen in plain English	The explanation is shown	The user has to guess	P1	Yes		
SOX	Severity - Compensating	Verify that removing the compensating control restores the uncapped grade	The grade returns	The cap sticks	P0	Yes		
SOX	Severity - Compensating	Verify that the compensating control appears in the shown working for the grade	It is named in the working	The cap is applied silently	P1	Yes		
SOX	Aggregation	Verify that findings that share a financial statement line item are grouped together	The group is formed	Related findings are evaluated alone	P0	Yes		
SOX	Aggregation	Verify that the key a group was formed on is shown and marked as derived	The key is shown and marked derived	The group has no explanation	P1	Yes		
SOX	Aggregation	Verify that a group shows its combined exposure and its combined grade	Both are shown	A value is missing	P0	Yes		
SOX	Aggregation	Verify that a combined grade higher than a member's own grade is surfaced rather than silent	The change is announced on the member	A finding is quietly raised a grade	P0	Yes		
SOX	Aggregation	Verify that a member leaving a group falls back to its own standalone grade	The grade falls back	The raised grade sticks	P0	Yes		
SOX	Aggregation	Verify that adding a finding to a group recomputes every member	Every member is recomputed	Only the new member is graded	P0	Yes		
SOX	Aggregation	Verify that a group with a single member is not shown as a group	No group is rendered	A one member group is shown	P2	Yes		
SOX	Aggregation	Verify that a finding below the clearly trivial threshold is not aggregated	It is left out of every group	Trivial findings inflate a group	P1	Yes		
SOX	Aggregation	Verify that group membership can span audits within one engagement	An interim finding still open joins the year end group	Groups reset at every round	P1	Yes		
SOX	Aggregation	Verify that a member cannot simply be removed from a derived group	Removal is refused and a documented conclusion is required instead	Members can be dropped to lower a grade	P0	Yes		
SOX	Deficiency Lifecycle	Verify that the owner can write a remediation plan with a named person and a date	Both are captured	The plan has no owner or date	P0	Yes		
SOX	Deficiency Lifecycle	Verify that the auditor can judge the plan against the root cause	The auditor can accept or reject	The plan is accepted automatically	P0	Yes		
SOX	Deficiency Lifecycle	Verify that rejecting a plan requires a written reason	A reason is required	A plan is rejected with no explanation	P0	Yes		
SOX	Deficiency Lifecycle	Verify that a rejected plan returns to the owner rather than ending the finding	The finding returns to planning	The finding is closed	P0	Yes		
SOX	Deficiency Lifecycle	Verify that the auditor cannot write or carry out the fix themselves	Those actions are not offered to the auditor	The auditor can do the owner's work	P0	Yes		
SOX	Deficiency Lifecycle	Verify that the owner must attach proof before marking the fix done	Submission is blocked without proof	A fix is declared done with nothing attached	P0	Yes		
SOX	Deficiency Lifecycle	Verify that only the owner can declare the fix ready for retest	Only the owner has the action	Anyone can declare it ready	P0	Yes		
SOX	Deficiency Lifecycle	Verify that the finding shows whose court it is in at every step	The court is always shown	The court is missing at some step	P1	Yes		
SOX	Deficiency Lifecycle	Verify that each step change is recorded with the person and the time	Both are recorded	The record is incomplete	P0	Yes		
SOX	Deficiency Lifecycle	Verify that a finding cannot skip a step	Steps run in order	A finding jumps from raised to closed	P0	Yes		
SOX	Deficiency Lifecycle	Verify that the business can raise a formal challenge on an input rather than on the grade	A challenge can be recorded against an input	Disagreements have nowhere to go	P1	Yes		
SOX	Deficiency Lifecycle	Verify that the auditor must respond to a challenge with a reason either way	A response is required	A challenge can be ignored	P1	Yes		
SOX	Retest	Verify that a retest draws a fresh sample only from items after the fix landed	The draw is limited to the period after the fix	Items from the broken period are retested	P0	Yes		Could not verify on staging 21 Aug 2026 - the flow could not be reached
SOX	Retest	Verify that the retest sample is sized to the control's own frequency and risk	The size follows the control	The size is copied from the original test	P1	Yes		
SOX	Retest	Verify that the earliest date a retest is possible is shown when the control runs infrequently	A date is shown with the reasoning	A retest can be run too early	P0	Yes		
SOX	Retest	Verify that a retest that cannot happen before the opinion date is warned about now	A warning is raised early	The problem surfaces only at year end	P0	Yes		
SOX	Retest	Verify that an annual control with no second occurrence says so plainly and carries forward	A clear message is shown	A retest is promised that cannot happen	P1	Yes		
SOX	Retest	Verify that a passing retest moves the finding to close	The finding moves to the close step	The finding stays open	P0	Yes		
SOX	Retest	Verify that a failing retest returns the finding to planning rather than to fixing	The finding returns to planning	The finding returns to fixing	P0	Yes		
SOX	Retest	Verify that every retest attempt is kept with the reason it failed	Each attempt is kept	Only the last attempt is kept	P0	Yes		
SOX	Retest	Verify that two failed retests escalate to the reviewer with different wording	The escalation is raised and worded differently	The second failure looks the same as the first	P0	Yes		
SOX	Retest	Verify that a retest reopens the control's operating test rather than editing the concluded one	A new round is recorded	The concluded round is overwritten	P0	Yes		
SOX	Retest	Verify that the control is marked as needing a retest in the control library	A retest badge is shown	The control looks like any other	P1	Yes		
SOX	Retest	Verify that the person who ran the retest cannot close the finding	Closing is blocked for them	The same person retests and closes	P0	Yes		
SOX	Retest	Verify that the reviewer closing the finding records the person and the time	Both are recorded	The close has no name or time	P0	Yes		
SOX	Retest	Verify that a closed finding can be reopened by the reviewer with a reason	A reopen with a reason is offered	A closed finding is final	P1	Yes		
SOX	Retest	Verify that reopening a finding puts the control back into testing	The control reopens	The control stays concluded	P0	Yes		
SOX	Audit Report	Verify that the audit report preview opens from the control library	The preview opens	The action does nothing	P1	Yes		
SOX	Audit Report	Verify that the report names the audit period and the round	Both are named	A value is missing	P1	Yes		
SOX	Audit Report	Verify that the result block shows controls in scope, effective, ineffective and not concluded	All four are shown	A figure is missing	P0	Yes		
SOX	Audit Report	Verify that the four figures add up to the controls in scope	The figures add up	They do not add up	P0	Yes		
SOX	Audit Report	Verify that the observations table lists every ineffective control with its finding	Every one is listed	A finding is missing	P0	Yes		
SOX	Audit Report	Verify that the observations table names the control by its identifier rather than a raw system reference	The control identifier is shown	A raw internal identifier is shown	P1	Yes		Observed on staging 21 Aug 2026 - the not concluded table lists controls as 844c998a-118b-4d7a-a8c6-c623edc3f234
SOX	Audit Report	Verify that the observations table names the working paper reference for each row	The reference is shown	The reference is missing	P1	Yes		
SOX	Audit Report	Verify that the management action plan table lists the owner committed fix for each observation	Every observation has its plan	A plan is missing	P0	Yes		
SOX	Audit Report	Verify that the not concluded table lists every control still open at the report date	Every open control is listed	A control is missing	P0	Yes		
SOX	Audit Report	Verify that the not concluded table shows the state of both tracks	Both tracks are shown	Only one track is shown	P1	Yes		
SOX	Audit Report	Verify that a report with no observations says so clearly rather than showing an empty table	A short line explains there are none	An empty table is shown with no explanation	P1	Yes		
SOX	Audit Report	Verify that the no observations line is only shown when every concluded control was effective	The line matches the data	The line claims everything is effective when nothing was concluded	P1	Yes		Observed on staging 21 Aug 2026 - the report shows "Every concluded control operated effectively" with zero controls concluded on operating
SOX	Audit Report	Verify that the report states that the downloaded file matches the preview	The line is shown	The file and the preview can differ silently	P1	Yes		
SOX	Audit Report	Verify that downloading the report produces a spreadsheet	A file downloads	Nothing happens	P0	Yes		
SOX	Audit Report	Verify that the downloaded file matches the preview exactly	The two agree	The file has extra or missing rows	P0	Yes		
SOX	Audit Report	Verify that the downloaded file opens cleanly in a spreadsheet tool	The file opens	The file is corrupt	P1	Yes		
SOX	Audit Report	Verify that the report can be generated at any point rather than only after sign off	The report can be produced early with its state clear	The report is blocked until sign off	P1	Yes		
SOX	Audit Report	Verify that the report reflects the materiality in force at the time it is produced	The materiality is shown and matches	The report quotes a stale materiality	P1	Yes		
SOX	Roles - Auditor	Verify that an auditor can see all four audit tabs	Dashboard, control library, deficiency management and configuration are all visible	A tab is missing	P0	Yes		
SOX	Roles - Auditor	Verify that an auditor can run the design test and the operating test	Both are available	An action is blocked	P0	Yes		
SOX	Roles - Auditor	Verify that an auditor can lock a population and approve a sample	Both are available	An action is blocked	P0	Yes		
SOX	Roles - Auditor	Verify that an auditor can size a deficiency	The severity panel is editable	The panel is read only	P0	Yes		
SOX	Roles - Auditor	Verify that an auditor cannot confirm a rating they set themselves	The confirm action is blocked	The auditor confirms their own rating	P0	Yes		
SOX	Roles - Auditor	Verify that an auditor cannot close a deficiency	Closing is not offered	The auditor can close findings	P0	Yes		
SOX	Roles - Auditor	Verify that an auditor cannot set or edit materiality	The materiality block is read only	The auditor can change the thresholds	P0	Yes		
SOX	Roles - Auditor	Verify that an auditor cannot countersign a paper they prepared	The countersignature is blocked	The auditor signs both lines	P0	Yes		
SOX	Roles - Reviewer	Verify that a reviewer can see every control, paper and finding on the audit	Everything is visible	Content is hidden	P0	Yes		
SOX	Roles - Reviewer	Verify that a reviewer can confirm a deficiency rating	The confirm action is available	The action is missing	P0	Yes		
SOX	Roles - Reviewer	Verify that a reviewer can send a rating back with a reason	The send back action is available	Only confirm is offered	P1	Yes		
SOX	Roles - Reviewer	Verify that a reviewer can countersign a paper they did not prepare	The countersignature works	The action is blocked wrongly	P0	Yes		
SOX	Roles - Reviewer	Verify that a reviewer cannot size a deficiency	The severity panel is read only for them	The reviewer can set the inputs	P0	Yes		
SOX	Roles - Reviewer	Verify that a reviewer cannot close a deficiency whose retest they ran	Closing is blocked with a clear reason	The same person retests and closes	P0	Yes		
